Customer Review,text
Review 114,"I had to be in New York on late notice and was priced out of my favorite hotel, the New York Palace. I was able to secure a small suite at the San Carlos for about the same price I would pay for a room at the Palace (a bit more than $400/nt). While the service and amenities are not up to the same standard as a 5 star hotel, I had a very nice stay and would go again. Having two rooms plus a small kitchen counter and sink is a plus. If you are traveling and prefer to buy take-out and eat in your room it is a good set-up. Plus if you are on a business with your spouse one person can work, talk on the phone or watch TV while the other sleeps in the bedroom. There was a free continental breakfast next the lobby but I did not have time to partake, It did rain one of the days I was there and a pile of umbrellas greeted guests as they walked out the door. The location, 50th and 3rd is excellent with great restaurants all around and not far from shopping and the theatre. They do not have the most luxurious furniture but it was more than adequate. The older AC was a bit noisy but these are minor complaints to a very nice stay. I will stay again."
Review 115,"My wife and I stayed here for 5 nights. The hotel was very centrally located with many great restaurants and sights within walking distance. The room was very clean and comfortable. Our room was on the back side of the hotel and we did not hear any street noise. Not much a view, just the back of another building, but we slept great. Staff was friendly and the price was reasonable. We highly recommend this hotel."
Review 116,"We stayed in an executive suite with our baby daughter for week and loved the hotel. It's in a great location, the staff were friendly and really helpful and it's not often you get breakfast (albeit a continental one) and free wifi included in your room rate.
Our room was of a decent size, the kitchen area was well stocked, the small dining table and sofa came in handy and the beds extremely comfortable. We found the doorman and reception staff to most helpful and pleasant throughout our stay.
The only one thing I could fault was the carpets could have done with a better hoover on our arrival. It’s a small point as all other cleanliness was spot on."
Review 117,"My husband and I picked this hotel for the size of the room as my mom stayed with us a few nights. The room overall was in a good location and big in size (except for the bathroom). However, the housekeeping is a huge disappointment. When we arrived, the sheets were stained. This is a small hotel, so we were left to chg the sheets on our own. Then the next day, I noticed that the hall 1/2 bath had urine underneath the toilet bowl by the floor. I informed the front desk, and again, never got a response. The urine was left on the toilet bowl. When my mom, arrived, she found filthy, stained sheets on her fold out couch. The stains appeared to be blood stained. Also, we asked housekeeping to refill the towels in the 1/2 bath, but again, to no avail. I wd also not recommend this hotel if you are new to nyc. They do not have a real concierge. The doorman was great, however."
Review 118,"First impression upon arrival set the tone for the rest of our stay. It was extremely difficult even with GPS to find this Hotel the only indication that we saw that helped was the HS initials on the valet booth. Pulled up to the valet and was informed that the garage was at full capacity and that even though we needed to park handicap we would have to park two blocks away and tote our luggage to the hotel. When we finally made it inside to the hotel we were completely lost because you then have to tote your luggage up a wooden flight of stairs to check in on the second floor. We later learned that there was a side door that led to the elevators. A first time visitor like myself would have never guessed that...I traveled with a group of 6 and overall if you don't mind early morning construction noise or occasional loud music from the club area or the courtyard then this is most definitely the place to stay. 
I must say that we had a few minor hiccups during our stay and after we expressed our concerns to the Assistant General Manager he did go out of his way to personally make things right. So I will spare the details of the minor issues we faced and focus on the many positive. I would most definitely stay here again if I was looking for a weekend get-a-way spot for romance or a place to party with my girlfriends. Hotel Sorella is sleek, stylish and very innovative. I loved the design of the Hotel. My room was clean, modern and well stocked. We ordered breakfast one morning that was perfectly delish. I would recommend the vegetable omelet and the steak and eggs. The complimentary breakfast consist of all the fruits your heart desires, dry cereal and milk and pastries. Monnalisa is a great bar that has a very stylish atmosphere and great drinks. 
I was a little disappointed with how early the surrounding restaurants close on the weekends. Most of the kitchens close at 11:30 which is no fault of the hotels but the hotel's kitchen/room service closes at 10pm as well."
Review 119,"This is a nice modern hotel in a very affluence mall area.
I like it overall but there are few flaws that I wish they would correct:
1. it is very hard find this place - no signs. Many drivers get lost. I come here often because my company puts all visiting staff here.
2. the bell man do not have good attitudes. Some of them look like they have side business and not paying attention. Once I had to demand that they carry my luggage as the guy talk away on the cell phone.
3. the wifi speed is slow. It is about 0.5 MB/sec. It is ok for emails but not if you want to watch a video.
4. it is noise because there is an outdoor cafe with people hanging out. May be a better sound proofing window would make a difference?"
Review 120,"Room was awesome! Super clean! Love the wood floors and only carpet near bed. Great for allergies! I always wonder if the carpeted hotel rooms have dirt or God knows what else that hasn't been properly cleaned. I only wish they had a way to play music like an iPod station, etc. Also, the food could be better. Our breakfast arrived cold. The dessert selection wasn't great. I couldn't believe they didn't have hot chocolate or even 24 hour room service. Overall, I would return in a heartbeat."
Review 121,"Noisy? Yes. Clean and comfortable? Absolutely! I will stay here again even though it is a bit noisy. The noise is due to the availability of many restaurants, shops, bars, and a cinema right next door. It is also due to these noisy hot-spots that you will also be treated to a great view of fountains with fire and beautifully lighted trees. We even saw a dance recital on the green, right from our window. The breakfast is good, much better than the danish and cold eggs at most chains. They provide specialty teas and coffees, high-end pastries, and fresh fruit. We have stayed here twice and can't imagine why anyone would give Hotel Sorella bad ratings."
Review 122,"I think that says it all! But a few more details--our suite was spacious and luxuriously appointed. It was so new that the bedside lamps were not even plugged in yet. The check-in staff was friendly and thus learned that we were celebrating a special event. They surprised us later with a plate of giant strawberries with warm chocolate sauce for dipping! Fortunately, we also thought the gym was terrific. All the equipment is new, and the views from the 17th floor give you something to watch while on the treadmill. The room-service breakfast (oatmeal with banana brulee) was one of my favorite breakfasts ever."
Review 123,"Everything at the Westin costs extra. $10/ day for the internet. $12/ day for self parking. $10 for a simple bowl of oatmeal. $5 for a not very nice capuccino. The location is good for shopping. The gym and pool are excellent, if you have time to use them. It is brand new, so squeaky clean. Service is fine. Bed and pillows are good. Desk is well appointed for working a weekend away. The light in the bathroom is blinding. I am undecided if I will stay here on my next visit, but thus far I have no compelling reason to return."
Review 124,"Westin Houston still had that fresh paint clean smell upon arrival. We were eagerly greeted by valets who were semi-informative on self-parking. During check-in, we were informed that our reservation had been made for the wrong day. Although the situation was easily fixed once we received the help from a busy manager, the front desk man who was doing his best was not doing much at all.
The physical appearance of the hotel was very captivating. The design was functional, and was complimented by the cleanliness of the hotel. The pleasing aesthetics of the room were not an overstatement. The room in which I stayed was one of the cleanest rooms I have seen in a hotel. Most of the guest service staff were willing to help and upheld friendly attitudes. 
We didn't spend much time in the hotel due to the nature of our business trip. Most of our time spent in the hotel was after 10PM. We did not have a personal vehicle to travel downtown, nor did we have the energy to take a 25 minute cab ride. One unfortunate detail about this time of night in the area is that most businesses were closed after 9:30 PM. Inside the hotel the pool was closed, the adjoining restaurant was closed and the ""024 Lounge"" was a make-shift location for a business event due to everything else being closed (needless to say there was no room in the bar). We were made to feel as if we were intruding on a private event.
My colleagues and I are not of business formal appearance. Although we were either business casual or causally dressed, sneers did make their way across the room (mainly from hotel staff). From the moment of our arrival, our presence was continuously questioned. After returning from our event, we spent time lounging in the common areas. It was during this time that we were physically questioned by a judgmental security personnel while drunkenly, sloppy guests seemed to have more welcome. Although it was not an issue the first encounter, it began to disturb us once he continued to question into us being there (after we had to show our room key and provide our room number).
We enjoyed our stay at the Westin. The location of the hotel was conveniently located in relation to downtown Houston. Our room is very clean with all amenities provided, the hotel was up-kept by a wonderful custodial staff and the late-night room service staff was probably the most helpful personnel we encountered. I would stay again at the Westin Houston Memorial.
If you are considering this hotel for either business or leisure, I would inform you to not have high expectations if you are a ""night owl"", or work late evenings, with hopes to have something to do around the hotel location. If you are one who dresses casually or enjoys dressing comfortably, around your hotel or in general, be prepared to face some criticism/questionable profiling."
Review 125,"Stayed at the Drury, for 7 days in December. It was just like home! Excellent care and staff were the nicest I have ever met at any hotel! Maria who took care of my room, Annette who was the morning cook, Erika the evening bar lady, Wow, they really became like family to me. I really miss them all. Thank you to all the staff. Hotel pool, exercise room, dining area, location, all was perfect. I certainly will return here for another visit. Wish they had a Drury here in Montreal. Also the drinks at 5:30pm were just perfect along with a nice choise of food."
Review 126,"Met all standards and then some. Location is convenient to all locations I need to get to while in Houston, Hotel is friendly, clean, free dinner and breakfast, parking. Rooms are good. No complaints and a terrific value for less than $150 per night!"
Review 127,"Aging, noisy and somewhat dilapidated with a constant buzzing noise in the room noted by two guests in different rooms on different floors. Smelled badly of cigarettes throughout the hotel. SHeets old and bedding old fashioned. The hotel is no frills at all: basic and none too clean. The breakfast was the ""plastic"" kind - plastic cups for coffee, plastic plates and utensils and stale eggs, sweet rolls and the usual cereals. The pool is a ""dipping pool"" and none too clear. Avoid this hotel."
Review 128,"We came back to the SC after staying here a year ago. TA will delete my older review so if you look for it it won't be there. Anyway..it's a great deal in Manhattan!! A one-bedroom suite with kitchenette for less than $400!! What a deal!! It's in a great location that's close to great shopping, dining, and the subway. The staff is always helpful and friendly. The rooms are HUGE and most importantly quiet. Sure, there is some siren noise, but not much. The beds are comfortable as well. The breakfast is typical; yogurt, baked goods, toaster items, cereal, etc. This hotel always impresses me as a luxury hotel without the luxury price tag. Expect robes, turn down service, a pants press (??), two flat screen TVs, two closets, etc., etc... We'll be back for third visit for sure."
Review 129,"All the way around, this is a superior hotel. My wife and I spent three nights there over the Columbus Day weekend, with two teenage boys. Everything is superb and we will return if the opportunity arises. Plenty of space in our one-bedroom suite, very clean, thorough room attention each day, perfect bed, more than ample free breakfast food, friendly helpful staff, tasteful wall hangings, better than average fitness room, great location in Manhattan mid-town east right next to 51st and Lexington subway. One final thing -- when we checked out, the man at the front desk did a magic trick for my younger boy. This is a really special place. Kudos to TripAdvisor for bringing it to my attention!"
Review 130,"We stayed in an Executive Suite. It had plenty of room for NYC even with 2 young children -- including floor space, a small ""kitchen"" table, couch, coffee table, kitchenette. The continental breakfast had a good selection and was well supplied. The doorman was friendly and provided us with umbrellas on our way out when it was raining. We were able to borrow a DVD player from the front desk. We all agreed we'd stay here again."
Review 131,We stayed at the Sorella Hotel with our young son over Thanksgiving weekend. The hotel is smallish in a european style and conveniently located for west Houston/Memorial access. Pros: Shopping and restaurants are within easy walking distance and include a wide variety of favorites. The hotel is very clean and our room on the 8th floor was quiet and comfortable. We appreciated the fresh apples and bottled water in our room on arrival as well as the complimentary cocktails. Didn't try the breakfast offered. Enjoyed the engineered wooden floors in our room. Cons: Small unheated pool was more of a landscape feature than a functional pool...unusable in November and disappointed my son. Bathrooms have great walk in showers but are sparsely furnished with towels and extras. No hotel news stand that I could find and no newspaper delivery to rooms.
Review 132,"I went online and saw the pics and the place looks just like the pics, BEAUTIFUL! So before going to our room went ate at Yard House which the food was mouth watery good! After a midnight meal and drinks we walk to the hotel room. This place is new and very upscale. My date had the chocolate covered strawberries and champigan. Honestly the chocolate was no govida but it was nice and the champigan was not something i would have picked out but the thought was really good. lol...We stayed in 802 which over looks the court yard great view...I give it 5 stars and i would love to go back"
Review 133,"Getting off a plane and picking up a hire car after a day's travelling is never great at the best of times, but when the Sat Nav doesn't recognise the address of the hotel (too new I think), and when you do get to the general area, the hotel doesn't have one of the usual american-style massive billboards on top, it leads to some ""interesting"" detours!
After a bit of to-ing and fro-ing, I eventually managed to find the hotel car park and check in.
The rooms were very good, and the bed really comfortable. A little 'control panel' in the desk had all the connections needed to charge mobile phones, mp3 players etc. and was a good idea. Alarm clock was an hour out (clocks had just gone back) which was a bit confusing, but I tend to rely on my phone to wake me up in any case.
Communal areas clean and tidy. Bar was dark and trendy. Didn't have much in the way of interaction with staff during my stay, but check in and out were as efficient as you would expect.
Great location - you can actually walk to a number of shops and restaurants, which is unusual for Houston."
Review 134,"This place is great during the week, but stay away on the weekend.
They book a lot of weddings, and it is extremely loud.
Do not stay on the courtyard side of the hotel on the weekend - unless you are out until after the bands stop playing in the bars - around 3AM.
A very nice hotel - but definitely missing something at this price point. 
FYI - I travel a great deal for business (3 months a year) and would not recommend this hotel if you plan on staying over the weekend."
Review 135,"The new Westin at Memorial City is in a great location for West Houston, located on the I10 at Gessner and easy to reach both the Energy Corridor and Downtown locations. There is a direct connection to the excellent Memorial City Mall by a covered walkway(A&F, Hollister, etc and Cinemax complex). Good gym facilities and small pool and jacuzzi on the 18th floor with views over the City - though this area could do with a little tropical greenery.
High energy attentive staff do make a real difference and special mention to all the people at the front desk, bar and shuttle service.
Some suggestions:
Improved signage for walkway to mall / Hertz office
More toiletries / towels in bedrooms
Consider installing free wi-fi in lobby"
Review 136,"Recently in Houston on business and decided to stay at the Westin Memorial which just opened a few weeks ago. I had driven by the Memorial many times in the past and it looked great so I was eager to see how it would turn out. The lobby is big with lots of check in counters, a restaurant, sundry shop and bar. The staff is friendly and accommodating and the amenities are great.
Pros:
- Staff was friendly and helpful
- Rooms were nice with good views overlooking the city
- They have an Executive Lounge for Starwood Gold/Platinum on the 18th floor which provides continental breakfast and happy hour each day.
- The workout facility has everything you need.
- The pool on the 18th floor is great and it also opens up to the outside. It has a beautiful view overlooking the city and is definitely worth a visit. 
Cons:
- Still new, and they are ironing out some of the basic kinks
- You need your key card to be able to use the elevator for any floor. This is a good security feature but quickly becomes cumbersome. Also- on the last day my card stopped working, so I had to wait for someone to help me get downstairs just so I could get a new card to use to get back into my room.
Overall, this is a great new hotel and definitely a step up over the Galleria and Oaks."
Review 137,"Found this hotel easily using out sat nav system. Check in was smooth, which following a long flight was just what was needed. The receptionist was very friendly and provided us with the relevant information relating to the complimentary breakfast. The latter was sufficient for our needs and filled us up for a day of sightseeing. It included hot and cold options, including a waffle maker. The staff were very friendly and knowledgeable, always willing to help. The hotel manager also mingled with the guests during breakfast. This hotel also supplied hot food at tea time which we did not sample but included foods such as hot dogs and other such delights.
As you have guessed, this is a decent hotel but you will need a car to get to places from there, which is the same throughout Houston. It is exactly as described, the rooms were clean and roomy and serviced daily which is just what we needed, plus there was unlimited free wifi access throughout the hotel."
Review 138,"A very good Hotel friendly staff. We are from the U.K. My partner had to go away on business for a few days and l felt quite safe on my own. The manager came round every breakfast time and said hello to everybody.Not a lot of choice at breakfast but nice fresh bread and lovely scrambled egg.Free food in the evening, again not a lot of choice but nice baked potatoes and salad..There is a small shopping centre Uptown Park 5minutes walk that has a few shops Starbucks and a great restaurant called Mccormick & Schmick's. The hotel has a small fitness centre and pool but the spa is lovely after a hard days shopping at The Galleria (5min in a taxi)?..From Pat"
Review 139,"The place was a little hard to find if you never been to Houston before.
My GPS was not able to locate the location, good thing on the Drury web site it also list the long and lat corrdinates that I can enter into the GPS.
Was going to stay in another hotel in south Houston, this location was selected due to one place that I need to go. Due to my surprise, my friend moved just 10 miles west of the hotel. This worked out very nice for me.
Saw the review from globetrotter15_25 about the towels being old and worn.
The towels in the room were nice.
At the time that we stay at the Drury Inn, the next morning notice a lot of people leaving with dogs. I did not know that there were pets allowed. Later on discover that there was a dog show that weekend and there were poeple staying at the hotel with there dogs. During the night did not hear a dogs barking. Then again I may be tired from the long drive.
At 5:30pm they have some thing called ""Kickback"", basically FREE Hot Food & Cold Beverages (soda). This was a nice surpise, I knew about the free breakfast and the WiFi but not about the ""kickback"".
Parking is gated.
The room is nice and clean.
The staff is friendly.
There is a Target store very close by which is very nice."
Review 140,"On the 23 Of July 2011 my husband and I attended the Sade Concert in Houston Texas at the Toyota Center.
While we were there, over night, we stayed at the Drury Inn located at 1615 W. Loop South. The associate at the desk during check in was a very friendly young man, with a great sense of humor. 
Our stay at the hotel was A+! 
 This is why we continue to choose this hotel location time after time when visiting the Houston area. The staff is very professional and friendly. The rooms are very clean and neat, the beds are comfortable and everything you need is right there at the hotel. This hotel offers a hot breakfast with waffles, an afternoon snack and cocktails along with popcorn and drinks for the children.
The grounds around the hotel are clean and well maintained. Having had a car stolen while visiting Houston once what impressed my husband most about this hotel location is that there is a gated parking area that allows you to exit the parking lot only with the use of your room key; Is this security or What!"
Review 141,"Overall by experience at this suite was a good one. I'd stay here again, but like any other hotel it does have drawbacks. It is very clean and has good decor and flat screens in every room. The breakfasts and dinners served are very good and it features free soda and popcorn during the afternoon. 
The staff is my only exception. They are helpful but very paranoid about who stays in the hotel and who doesn't. They don't give me a welcome feeling, and it seems like you can't relax or get work done downstairs because they usually ask to see your room key to prove that you're staying there."
Review 142,"This hotel is right next to an extraordinarily busy and noisy highway. So the noise is relentless.Staff is not responsive to requests for a quieter room saying there aren't any. The rooms facing away from highway are above the bar where, according to the staff, the music goes very late. In today;s world there are noise-blocking window technologies. This hotel needs to invest in them."
Review 143,"We stayed at Hotel Sorella over the weekend of 10/28-10/30 for our wedding. We also blocked rooms for our guests as well. The hotel was very modern, contemporary and clean. Location is great and there are many bars/restaurant/shops w/i walking distance, which is unheardof for Houston. The rooms are spacious and clean and the staff is very accommodating. I highly recommend Hotel Sorella. It's best to request a room overlooking the courtyard, as the others face the highway/construction."
Review 144,"Adecuado para viaje de negocios; el desayuno se toma en un restaurante del centro comercial Gallerie, al cual se accede directamente desde el Hotel. Buena atención del personal y aseo. Las habitaciones cómodas y con balcón."
Review 145,"Good location, pleasant staff, excellent breakfast options. The room was clean and fairly comfortable, though a bit crowded with a king bed. Parking was plentiful and close. The one bad point was the poor condition of the towels: old, worn, and often stained, they were very unappealing and quite a contrast from the otherwise good quality furnishings."
Review 146,"My family and I were all very pleased with the hotel. There were 6 of us and we had adjoining rooms. So many pluses that you don't get at other hotels - FREE breakfast, FREE parking, FREE wifi, indoor/outdoor pool, and the ""Kick Back"" time was awesome which included lots of snacks, free fountain drinks, and even 3 alchoholic drinks per adult per night. The hotel was very clean and close to everything we wanted to do and the employees were professional and friendly. The price was great too, especially for all the perks you get! We would definitely stay there again!"
Review 147,"We loved everything about our stay at the Drury Inn Galleria. We were in Houston for a medical appointment, and chose this location for a change, as we usually stay in the Texas Medical Center. First of all, you never have to worry about he kids being hungry, there is always somehing to eat. The kids spent most of the time at the indoor-outdoor pool. We loved taking our free cocktails, popcorn, sodas, and evening food, and kicking back at the pool. The kids also loved the glass elevator, and beautiful lobby. The breakfast was delicious. The staff was incredible too, plenty of people were always around to help. The rooms were very clean. There were also vending machines, and a washer/dryer. We were happy to have a microwave, fridge in the room too. I will stay at this hotel from now on. The Galleria was around the corner."
Review 148,"Can't say enough good things about this hotel. Priced similarly to a Westin or JW but more chic. Outstanding free continental breakfast makes it a great value. Our room was very quiet. Stayed for ten nights and only noise was very muted jazz music by a band in the plaza below from 6 until 9 on the weekend. While here, we learned it was just named to Conde Nast Gold List (#12 in U.S.). Loved having all the great restaurants and shops around us...tons within walking distance. The hub is a plaza next to the hotel with open space, fountains and fire pits, which seems to serve as a neighborhood gathering place for young and old in the evening. Very European. Lots of fun to watch the little rug rats run around the green space, but few families staying at the hotel. Mostly business people. All 5 star amenities except turndown service and slippers, both far outweighed by the beautiful breakfast and 4 star rates. Huge and efficient walk in shower (no tub) and single sink with plenty of counter space. Everything well designed. Deluxe rooms overlook the plaza, standard ones see the freeways. All are large and the entire hotel looks exactly as it does on the web site. Valet parking is available but pricey and not necessary. There is free parking a few steps from the lobby, which is actually located on the second floor. I'd stay here again in a heartbeat."
Review 149,"Was here on business for two weeks, my wife came along for the trip... We both enjoyed our stay here, hotel was great, location was perfect (for shopping, eating & drinking) and room was decent! The only one negative thing I would have is the gym was pretty poor, but I think all guests get free passes to the external gym which is just 100 meters away from the hotel...
I will return to sorella next time I'm in Houston on business and would definatly recommend it to anyone..."
Review 150,"We stayed here this past weekend mainly because of positive reviews on TripAdvisor. Its the first time Trip Advisor has done me wrong. We were given a room that backed up to the Sam Houston Tollway. The accomodations were fine, the room and lobby attractive,...blah blah blah. The problem began at 7am when the construction adjacent to the hotel started. We were awoken to the sounds of bulldozers and other large machinery. That was only the beginning....That night music being played below by an out outdoor musician sounded like he was standing and playing in our room. The music went on well past midnight. It was ridiculous. I have never stayed in a hotel where noise was this much of a factor. Oh, and I failed to mention that we could hear anyone out in the hallway as clear as day. The floors that they use in the rooms allow sound to travel unbelievably. Anyway, the buffet was great and the beds comfy but nothing makes me more miserable than being constantly assaulted by sound in the privacy of my room....To make matters worse when I was checking out and the receptionist asked how my stay was she made no comment after I said ""Terrible""."
Review 151,"This hotel was a conference destination, but would be a great get away destination if you are wanting an urban experience. Great shops, restaurants, etc."
Review 152,"Hotel is ok, no thrills. Room was clean with all the basic amenities, clean towels every day. Breakfast was ok nothing special. Gym is a small room with 4 threadmills and a TV. Thin walls could hear the other guests TV's through the wall."
Review 153,"my partner and I were visiting family in Katy, we wanted to say in a new hotel and are glad we decided to stay at Hotel Sorella.. very very nice place, service was excellent, rooms VERY NICE. i will stay here again.."
Review 154,"I stayed there once last October for business and I wasn't really fascinated, but after another experience, I have to say it is good. Unless you can go to an higher level (galeria), then this is your choice.
Rooms and hotel are new, clean, no problems at all. Fancy style hotel. It was built on an area where there was a commercial center. So now everything is new.
Around there are restaurants at a walking distance (unheard for Houston), you better go there as I tried the restaurant of the hotel and it wasn't great.
The view from the hotel is the highway, and you are not downtown. So evaluate what you want from your Houston trip.
It is a bit expensive generally speaking, but I did not find any great deals in Houston for this level of hotels."
Review 155,"Clean sleek and modern. Great for a weekend getaway. Free breakfast with juices, yogurt, danish, cereal, fruit & great coffee! Food and drinks is a bit pricey at hotel. There are other places to eat very close by. On Sat live music on the green that is kid friendly. Sushi place under , hotel that has great prices at happy hour. Room is clean sleek & modern. Flat screen tv, mini bar, cd player, hook up for ipod, ironing board, free breakfast, free wi-fi and nice comfy plush robes."
Review 156,"After several stays this place is the tops. The rooms are nice, the staff helpful and the location great. The other plus point is a nice breakfast with plenty of original and healthy options."
Review 157,"We chose the San Carlos Hotel solely because of the TripAdvisor reviews we read about it. We had an interior room which was quiet and cozy. The rooms have a refrigerator, microwave and coffee-maker. Wi-Fi throughout the hotel and also a wonderful business center with several computers with internet access and connected printers. The workout room was perfect as well - TV's, towels, bathroom, and all the necessary exercise equipment. The Hotel Staff was spectacular... helpful, kind, efficient and quick. We arrived early in the morning on a Tuesday (red-eye flight) and were able to get into our room at 10am to nap and shower. The Aveda shampoos, soaps and lotions were wonderful and the bed was the best hotel bed we have ever slept in. The location could not be better... walking distance to Central Park, Rockefeller Center, Times Square and easy Subway access to everywhere else. Next time we travel to NYC, we will be staying at the San Carlos Hotel."
Review 158,"We found the San Carlos through TripAdvisor and couldn't have been more delighted. It was one of the best hotels I've ever stayed in in NYC. The location was supurb, the front desk very welcoming and our rooms immaculately clean, spacious and away from any street noise. We couldn't believe our great good fortune. The continental breakfast was generous with sweet rolls, patisseries, yogurt, orange juice, coffee, tea, fresh fruit, cottage cheese, etc. The 24/7 internet availability was convenient as were the 24/7 gym facilities. The room was tastefully decorated, the bathroom smacking clean and up-scale modernized, the beds amazingly comfortable with lovely linens, and the staff and personnel couldn't have been more accommodating and gracious. All in all, the San Carlos is a hotel that we can recommend without reservation. Hello to Gabriel and to Bobby...two of the staff members who are excellent representatives of the San Carlos's impeccable hospitality."
Review 159,"I have just returned to London today, having spent five nights at the San Carlos, which I picked out from Trip Advisor reviews. Expedia informed them it would be my birthday when I was staying. Upon arrival I found a beautiful room big enough for three, and a fabulous gift box of goodies with a Happy Birthday note. You can't top that! The staff were exceptionally helpful and polite. The hotel is situated in a very nice part of Manhattan and very near the subway - you can get just about anywhere! My room had a fridge with small freezer, microwave, china and coffee maker always supplied with coffee. I cannot fault the San Carlos and need to save up to return as soon as I can!"
Review 160,"We found this hotel on tripadvisor and were delighted we did. We were given the high floor room we requested -- it was spotless, extremely comfortable, quiet, and pleasant in every way. There was a fridge and microwave as well as free wifi. The staff were friendly and helpful and the few mistakes they made were quickly and pleasantly corrected. Breakfast was fine, too, and the location was perfect. I've been recommending the San Carlos to everyone."
Review 161,"We visited in the first couple of days in August, the staff were friendly and helpful, the rooms were spotless, we had a suite so that our teenager could have his own space. It was plenty big and really clean. Situated right in the heart of midtown we couldn't have been in a better position. I would definitely stay here again without hesitation."
Review 162,"I have stayed at several of the name brand hotels in TimeSquare and in the theater district, but once I found the San Carlos Hotel -- it's hard to imagine staying anywhere else in the city for the same star rating & cost. I've been a guest at the San Carlos 4 times now, and the appeal is the location, the staff and the quality of the rooms. You are conveniently located near many places to see & tour since you are at 50th & Second St. -- you can walk to Radio City, Rockefeller Center and Times Square, plus a subway station is nearby. The choice of restuarants is really great & also in walking distance on 50th & Second & Third & Lexington. Better food and better prices than in Times Square or the theater district. If its your first time in NYC you may be more comfortable in Times Square hotels to easily find your way around, but if you are returning to NYC, you won't be sorry if you try the San Carlos Hotel -- the staff and atmosphere are superb! We got a jr. suite at a special rate on the hotel web-site for a price we had a regular room here and at other places in the past. So check their web site for specials. If you can find a good rate, book with confidence and know you won't be disappointed."
Review 163,"My wife and two younger children stayed here for three nights. The room was spacious, clean, and the most well-lit I've ever been to. There were power outlets EVERYWHERE! There was a refrigerator as well. The pull-out sleep sofa mattress was comfortable, and the service was outstanding. Free wireless is another plus. When we return to NYC, we will definitely stay here again."
Review 164,"Just back from a 2 night stay at San Carlos hotel in one bedroom suite ,great
experience , staff friendly ,offered late check out free of charge,can't understand the
moans about breakfast its included in rate it was a good bonus"
Review 165,"We found this hotel through Trip Advisor and couldn't have been happier. We had one bed suite, roomy with kitchenette ideal with 2 children. Staff friendly especially Bobby. We were more than happy with breakfast, and free wifi and cleanliness very good. We stayed longer because of hurricane Irene but were glad to do so."
Review 166,We stayed at San Carlos Hotel for 4 days. We would definately recommend and return to this hotel.
Review 167,"Great hotel. We couldn't fault it apart from the breakfasts which were a little basic. Great location, clean and comfortable and the staff were always helpful.We really enjoyed our five night stay!"
Review 168,"Had never heard of this hotel before, but pictures looked great so we went for it - very hard to find reasonably priced suite in NYC, We were not disappointed! The room was huge, especially for NYC. Very well kept, very quiet, the staff was very friendly, especially Mathew the doorman. The free buffet breakfast was very basic (limited pastry selection, toast, yogurt, plus coffee, etc) but good. Highly recommend it for families. We are a family of 5 (2 parents, a 5 yr old, 2 yr old, and 3 mo old) and it was perfect for us."
Review 169,"Rooms are just fine -- not huge, but lots of really nice touches - a mini bar + fridge + microwave + coffeemaker. The top floor suite, if you 'go for broke' is great with rooftop terrace. But even the basic rooms have really nice flat screen TV, great beds and bedding, and very spiffy brand new telephones. Desk service is delightful - personal, charming, welcoming - you feel like an old friend the moment you walk in. Convenient mid-town location, easy walk to the best shopping- uptown to Bloomingdale's, west a few blocks to Fifth Avenue - and a few more blocks to theatre. And parking just $30 a day -- good price for NYC. And free continental breakfast as well, a real added benefit."
Review 170,"We (Family of 3 including teenage son) have just returned home from a 15 day stay at the San Carlos. We had a one bedroomed suite (2 queens and a sofa bed in lounge).
We found all of the staff to be courteous, friendly and professional. The suite was clean and spacious, and the quality of the towels and linen excellent. My son had use of the free WiFi in our suite with his laptop - though there are adequate PC's available to use .on the second floor. I used the dry-cleaning service and this was really quick.
The self service breakfast was a selection of pastries, cereal, juice, yogurts,l frech coffee etc., which was more than adequate.
The hotel is really handy for the subway, and within walking distance of all the main streets you need to visit.
Though our next trip to New York will be a shorter one - we WILL be staying at the San Carlos!"
Review 171,"This was my second time staying in this hotel. We were in NYC for 4 nights and this hotel was ideal as a central point for the different activities that we had planned. Rooms are good sized (for NYC) and staff is friendly and helpful. Several times we asked the staff for help on restaurants or directions and their advice was always ""spot on"". We used the breakfast buffet (adequate continental breakfast) and internet service (good - though not always fast). Lastly....and one of those little things that make service good...on the one very rainy night during our stay they had a large quantity of good portable umbrellas that people could take with them for the evening."
